time,odom_x,odom_y,kf_x,kf_y,kf_cov_x,kf_cov_y,kf_cov_yaw,ekf_x,ekf_y,ekf_cov_x,ekf_cov_y,ekf_cov_yaw,pf_x,pf_y,pf_cov_x,pf_cov_y,pf_cov_yaw,kf_rmse,ekf_rmse,pf_rmse
6.520000,0.718440,0.000000,0.851206,0.000000,3.259769,3.259769,3.254518,0.853788,0.000000,3.268823,3.367623,0.338528,0.779561,0.282048,0.000000,0.000000,0.000000,0.084081,0.092189,0.145189
6.540000,0.718240,0.000000,0.851008,0.000000,3.269791,3.269791,3.264527,0.853577,0.000000,3.278845,3.377565,0.339537,0.787400,0.292362,0.000000,0.000000,0.000000,0.084273,0.092353,0.145918
6.560000,0.718040,0.000000,0.850779,0.000000,3.279815,3.279815,3.274536,0.853358,0.000000,3.288869,3.387505,0.340546,0.779661,0.277421,0.000000,0.000000,0.000000,0.084464,0.092514,0.146540
6.580000,0.717840,0.000000,0.850517,0.000000,3.289841,3.289841,3.284547,0.853121,0.000000,3.298896,3.397440,0.341557,0.790541,0.272700,0.000000,0.000000,0.000000,0.084653,0.092675,0.147144
6.600000,0.717640,0.000000,0.850292,0.000000,3.299866,3.299866,3.294557,0.852898,0.000000,3.308921,3.407379,0.342567,0.778470,0.262678,0.000000,0.000000,0.000000,0.084840,0.092834,0.147670
6.620000,0.717440,0.000000,0.850074,0.000000,3.309891,3.309891,3.304567,0.852677,0.000000,3.318946,3.417318,0.343577,0.782351,0.252169,0.000000,0.000000,0.000000,0.085025,0.092992,0.148141
6.640000,0.717240,0.000000,0.849876,0.000000,3.319913,3.319913,3.314576,0.852467,0.000000,3.328968,3.427261,0.344586,0.771156,0.252322,0.000000,0.000000,0.000000,0.085209,0.093148,0.148595
6.660000,0.716990,0.000000,0.849662,0.000000,3.329937,3.329937,3.324585,0.852143,0.000000,3.338991,3.437169,0.345595,0.767209,0.245525,0.000000,0.000000,0.000000,0.085392,0.093303,0.149008
6.680000,0.716685,0.000000,0.849345,0.000000,3.339960,3.339960,3.334595,0.851779,0.000000,3.349015,3.447074,0.346605,0.757483,0.265882,0.000000,0.000000,0.000000,0.085573,0.093456,0.149512
6.700000,0.716285,0.000000,0.848975,0.000000,3.349988,3.349988,3.344606,0.851302,0.000000,3.359043,3.456939,0.347615,0.760088,0.268360,0.000000,0.000000,0.000000,0.085753,0.093608,0.150028
6.720000,0.715800,0.000000,0.848607,0.000000,3.360014,3.360014,3.354616,0.850737,0.000000,3.369068,3.466777,0.348626,0.782086,0.263065,0.000000,0.000000,0.000000,0.085931,0.093759,0.150535
6.740000,0.715255,0.000000,0.848127,0.000000,3.370041,3.370041,3.364627,0.850019,0.000000,3.379097,3.476573,0.349637,0.761767,0.288283,0.000000,0.000000,0.000000,0.086109,0.093908,0.151153
6.760000,0.714640,0.000000,0.847549,0.000000,3.380068,3.380068,3.374638,0.849280,0.000000,3.389123,3.486367,0.350648,0.733737,0.291899,0.000000,0.000000,0.000000,0.086285,0.094054,0.151767
