time,odom_x,odom_y,kf_x,kf_y,kf_cov_x,kf_cov_y,kf_cov_yaw,ekf_x,ekf_y,ekf_cov_x,ekf_cov_y,ekf_cov_yaw,pf_x,pf_y,pf_cov_x,pf_cov_y,pf_cov_yaw,kf_rmse,ekf_rmse,pf_rmse
7.780000,-0.164003,0.338499,1.256760,0.000000,3.891092,3.891092,3.885049,-0.185504,0.218158,3.913336,3.957155,0.402059,-0.276470,0.504379,0.000000,0.000000,0.000000,0.618848,0.044754,0.146995
7.800000,-0.167519,0.336591,1.260895,0.000000,3.901114,3.901114,3.895058,-0.188355,0.214981,3.923270,3.967892,0.403068,-0.289672,0.505917,0.000000,0.000000,0.000000,0.622514,0.045132,0.147187
7.820000,-0.171040,0.334692,1.265269,0.000000,3.911138,3.911138,3.905067,-0.191289,0.211728,3.933212,3.978659,0.404077,-0.285745,0.502065,0.000000,0.000000,0.000000,0.626185,0.045514,0.147357
7.840000,-0.174567,0.332805,1.269802,0.000000,3.921162,3.921162,3.915077,-0.194233,0.208487,3.943163,3.989435,0.405087,-0.282576,0.494523,0.000000,0.000000,0.000000,0.629860,0.045899,0.147497
7.860000,-0.178099,0.330929,1.273772,0.000000,3.931184,3.931184,3.925086,-0.197034,0.205426,3.953123,4.000178,0.406096,-0.280188,0.500130,0.000000,0.000000,0.000000,0.633536,0.046286,0.147646
7.880000,-0.181638,0.329064,1.278254,0.000000,3.941207,3.941207,3.935095,-0.199948,0.202261,3.963090,4.010959,0.407105,-0.295702,0.493432,0.000000,0.000000,0.000000,0.637217,0.046677,0.147803
7.900000,-0.185183,0.327210,1.282073,0.000000,3.951229,3.951229,3.945104,-0.202798,0.199189,3.973066,4.021728,0.408114,-0.304071,0.482786,0.000000,0.000000,0.000000,0.640898,0.047070,0.147945
7.920000,-0.188734,0.325371,1.286350,0.000000,3.961251,3.961251,3.955113,-0.205654,0.196135,3.983050,4.032505,0.409122,-0.296410,0.473583,0.000000,0.000000,0.000000,0.644583,0.047466,0.148045
7.940000,-0.192294,0.323546,1.290771,0.000000,3.971274,3.971274,3.965122,-0.208648,0.192963,3.993042,4.043327,0.410132,-0.287362,0.465693,0.000000,0.000000,0.000000,0.648272,0.047865,0.148107
7.960000,-0.195861,0.321736,1.295207,0.000000,3.981298,3.981298,3.975131,-0.211628,0.189834,4.003042,4.054153,0.411141,-0.288949,0.463753,0.000000,0.000000,0.000000,0.651966,0.048267,0.148166
7.980000,-0.199435,0.319941,1.299438,0.000000,3.991320,3.991320,3.985140,-0.214566,0.186776,4.013050,4.064974,0.412150,-0.305016,0.447656,0.000000,0.000000,0.000000,0.655662,0.048672,0.148213
8.000000,-0.203018,0.318161,1.304221,0.000000,4.001345,4.001345,3.995150,-0.217713,0.183533,4.023068,4.075861,0.413160,-0.293068,0.442689,0.000000,0.000000,0.000000,0.659366,0.049082,0.148227
8.020000,-0.206609,0.316400,1.308905,0.000000,4.011370,4.011370,4.005160,-0.220881,0.180305,4.033095,4.086764,0.414170,-0.276080,0.443245,0.000000,0.000000,0.000000,0.663075,0.049496,0.148218
8.040000,-0.210210,0.314657,1.313299,0.000000,4.021395,4.021395,4.015170,-0.223998,0.177166,4.043129,4.097659,0.415180,-0.269930,0.448553,0.000000,0.000000,0.000000,0.666789,0.049913,0.148214
8.060000,-0.213819,0.312933,1.317927,0.000000,4.031420,4.031420,4.025180,-0.227179,0.173999,4.053173,4.108581,0.416190,-0.264397,0.447438,0.000000,0.000000,0.000000,0.670508,0.050335,0.148203
8.080000,-0.217437,0.311227,1.322297,0.000000,4.041444,4.041444,4.035190,-0.230338,0.170891,4.063223,4.119505,0.417200,-0.253806,0.427341,0.000000,0.000000,0.000000,0.674232,0.050760,0.148143
8.100000,-0.221065,0.309542,1.326549,0.000000,4.051468,4.051468,4.045200,-0.233421,0.167896,4.073279,4.130413,0.418209,-0.258410,0.422013,0.000000,0.000000,0.000000,0.677960,0.051188,0.148077
8.120000,-0.224703,0.307879,1.330324,0.000000,4.061490,4.061490,4.055208,-0.236410,0.165031,4.083340,4.141299,0.419218,-0.257171,0.427975,0.000000,0.000000,0.000000,0.681688,0.051619,0.148023
8.140000,-0.228351,0.306239,1.334533,0.000000,4.071513,4.071513,4.065217,-0.239518,0.162088,4.093409,4.152229,0.420227,-0.265781,0.430075,0.000000,0.000000,0.000000,0.685421,0.052052,0.147980
8.160000,-0.232009,0.304620,1.339057,0.000000,4.081537,4.081537,4.075227,-0.242709,0.159107,4.103487,4.163192,0.421237,-0.276648,0.432773,0.000000,0.000000,0.000000,0.689159,0.052489,0.147951
8.180000,-0.235676,0.303025,1.343322,0.000000,4.091560,4.091560,4.085236,-0.245876,0.156189,4.113571,4.174155,0.422246,-0.277885,0.440352,0.000000,0.000000,0.000000,0.692901,0.052928,0.147941
8.200000,-0.239355,0.301454,1.348436,0.000000,4.101586,4.101586,4.095247,-0.249243,0.153134,4.123668,4.185190,0.423256,-0.287700,0.446363,0.000000,0.000000,0.000000,0.696652,0.053372,0.147953
8.220000,-0.243045,0.299910,1.352820,0.000000,4.111611,4.111611,4.105257,-0.252630,0.150110,4.133772,4.196241,0.424266,-0.295387,0.432528,0.000000,0.000000,0.000000,0.700408,0.053820,0.147940
8.240000,-0.246746,0.298392,1.357109,0.000000,4.121635,4.121635,4.115266,-0.255820,0.147307,4.143875,4.207238,0.425276,-0.295680,0.423477,0.000000,0.000000,0.000000,0.704168,0.054271,0.147908
8.260000,-0.250457,0.296899,1.361285,0.000000,4.131658,4.131658,4.125276,-0.259158,0.144419,4.153988,4.218290,0.426285,-0.298898,0.422035,0.000000,0.000000,0.000000,0.707933,0.054724,0.147876
8.280000,-0.254179,0.295435,1.365907,0.000000,4.141683,4.141683,4.135285,-0.262561,0.141526,4.164110,4.229372,0.427295,-0.305275,0.421374,0.000000,0.000000,0.000000,0.711703,0.055182,0.147848
8.300000,-0.257913,0.294001,1.370146,0.000000,4.151707,4.151707,4.145295,-0.265940,0.138703,4.174235,4.240457,0.428305,-0.292075,0.419035,0.000000,0.000000,0.000000,0.715478,0.055643,0.147807
8.320000,-0.261658,0.292596,1.374501,0.000000,4.161731,4.161731,4.155305,-0.269274,0.135967,4.184363,4.251535,0.429314,-0.309723,0.410210,0.000000,0.000000,0.000000,0.719259,0.056106,0.147761
8.340000,-0.265415,0.291221,1.378604,0.000000,4.171753,4.171753,4.165314,-0.272599,0.133285,4.194495,4.262619,0.430324,-0.328723,0.410242,0.000000,0.000000,0.000000,0.723042,0.056572,0.147731
8.360000,-0.269182,0.289876,1.382883,0.000000,4.181777,4.181777,4.175323,-0.275975,0.130612,4.204633,4.273729,0.431333,-0.331262,0.400355,0.000000,0.000000,0.000000,0.726831,0.057041,0.147684
8.380000,-0.272961,0.288564,1.387119,0.000000,4.191800,4.191800,4.185332,-0.279352,0.127989,4.214775,4.284849,0.432342,-0.342208,0.395172,0.000000,0.000000,0.000000,0.730624,0.057512,0.147638
8.400000,-0.276751,0.287286,1.391495,0.000000,4.201823,4.201823,4.195342,-0.282803,0.125361,4.224923,4.296003,0.433351,-0.334191,0.392298,0.000000,0.000000,0.000000,0.734423,0.057987,0.147578
8.420000,-0.280552,0.286041,1.396130,0.000000,4.211848,4.211848,4.205351,-0.286429,0.122656,4.235083,4.307227,0.434361,-0.345385,0.391344,0.000000,0.000000,0.000000,0.738228,0.058464,0.147526
8.440000,-0.284365,0.284830,1.400728,0.000000,4.221873,4.221873,4.215361,-0.289987,0.120056,4.245243,4.318440,0.435371,-0.334276,0.394785,0.000000,0.000000,0.000000,0.742040,0.058945,0.147468
8.460000,-0.288188,0.283655,1.404646,0.000000,4.231895,4.231895,4.225370,-0.293397,0.117616,4.255398,4.329610,0.436380,-0.327173,0.401051,0.000000,0.000000,0.000000,0.745855,0.059428,0.147416
8.480000,-0.292023,0.282517,1.409388,0.000000,4.241920,4.241920,4.235380,-0.297107,0.115019,4.265571,4.340896,0.437390,-0.340753,0.400569,0.000000,0.000000,0.000000,0.749678,0.059914,0.147372
8.500000,-0.295868,0.281416,1.413295,0.000000,4.251942,4.251942,4.245389,-0.300547,0.112666,4.275731,4.352098,0.438399,-0.342912,0.401138,0.000000,0.000000,0.000000,0.753504,0.060403,0.147331
8.520000,-0.299724,0.280352,1.418028,0.000000,4.261967,4.261967,4.255399,-0.304313,0.110147,4.285910,4.363426,0.439409,-0.350487,0.397345,0.000000,0.000000,0.000000,0.757337,0.060894,0.147288
8.540000,-0.303590,0.279327,1.422293,0.000000,4.271991,4.271991,4.265409,-0.307881,0.107819,4.296081,4.374694,0.440418,-0.351951,0.391415,0.000000,0.000000,0.000000,0.761176,0.061388,0.147233
8.560000,-0.307467,0.278341,1.426367,0.000000,4.282013,4.282013,4.275418,-0.311484,0.105524,4.306253,4.385986,0.441428,-0.364941,0.381188,0.000000,0.000000,0.000000,0.765019,0.061884,0.147171
8.580000,-0.311354,0.277397,1.430977,0.000000,4.292038,4.292038,4.285427,-0.315255,0.103182,4.316435,4.397350,0.442437,-0.387944,0.370911,0.000000,0.000000,0.000000,0.768869,0.062383,0.147116
8.600000,-0.315251,0.276494,1.435856,0.000000,4.302064,4.302064,4.295438,-0.319192,0.100802,4.326627,4.408789,0.443448,-0.402567,0.368173,0.000000,0.000000,0.000000,0.772727,0.062885,0.147071
8.620000,-0.319157,0.275632,1.439659,0.000000,4.312086,4.312086,4.305447,-0.322817,0.098669,4.336802,4.420125,0.444457,-0.421883,0.367218,0.000000,0.000000,0.000000,0.776588,0.063389,0.147050
8.640000,-0.323072,0.274812,1.443815,0.000000,4.322109,4.322109,4.315456,-0.326464,0.096579,4.346978,4.431479,0.445466,-0.409140,0.367822,0.000000,0.000000,0.000000,0.780454,0.063895,0.147006
8.660000,-0.326996,0.274037,1.447593,0.000000,4.332130,4.332130,4.325464,-0.330018,0.094598,4.357149,4.442808,0.446474,-0.413555,0.364781,0.000000,0.000000,0.000000,0.784323,0.064403,0.146960
8.680000,-0.330929,0.273308,1.452343,0.000000,4.342154,4.342154,4.335474,-0.333897,0.092496,4.367335,4.454273,0.447484,-0.424908,0.353308,0.000000,0.000000,0.000000,0.788199,0.064913,0.146909
8.700000,-0.334870,0.272623,1.456389,0.000000,4.352177,4.352177,4.345483,-0.337658,0.090518,4.377514,4.465706,0.448493,-0.436142,0.357289,0.000000,0.000000,0.000000,0.792080,0.065425,0.146877
8.720000,-0.338818,0.271983,1.460872,0.000000,4.362200,4.362200,4.355492,-0.341488,0.088564,4.387695,4.477179,0.449502,-0.448180,0.354573,0.000000,0.000000,0.000000,0.795968,0.065939,0.146855
8.740000,-0.342774,0.271390,1.464803,0.000000,4.372222,4.372222,4.365501,-0.345207,0.086724,4.397869,4.488619,0.450511,-0.458601,0.342208,0.000000,0.000000,0.000000,0.799859,0.066454,0.146831
8.760000,-0.346737,0.270845,1.469343,0.000000,4.382245,4.382245,4.375510,-0.349176,0.084824,4.408054,4.500171,0.451520,-0.456919,0.348155,0.000000,0.000000,0.000000,0.803757,0.066972,0.146804
8.780000,-0.350706,0.270349,1.473804,0.000000,4.392269,4.392269,4.385520,-0.353118,0.083002,4.418234,4.511727,0.452530,-0.462751,0.344974,0.000000,0.000000,0.000000,0.807661,0.067492,0.146777
8.800000,-0.354681,0.269901,1.477773,0.000000,4.402291,4.402291,4.395529,-0.356933,0.081299,4.428406,4.523245,0.453539,-0.474476,0.347352,0.000000,0.000000,0.000000,0.811570,0.068013,0.146768
8.820000,-0.358661,0.269503,1.482604,0.000000,4.412316,4.412316,4.405539,-0.361034,0.079534,4.438589,4.534892,0.454548,-0.488749,0.338246,0.000000,0.000000,0.000000,0.815487,0.068537,0.146769
8.840000,-0.362646,0.269156,1.486956,0.000000,4.422340,4.422340,4.415548,-0.365104,0.077851,4.448767,4.546542,0.455558,-0.489378,0.344942,0.000000,0.000000,0.000000,0.819410,0.069063,0.146771
8.860000,-0.366635,0.268860,1.491050,0.000000,4.432362,4.432362,4.425557,-0.369044,0.076287,4.458935,4.558153,0.456567,-0.502324,0.350856,0.000000,0.000000,0.000000,0.823338,0.069590,0.146798
8.880000,-0.370627,0.268617,1.495294,0.000000,4.442385,4.442385,4.435566,-0.373001,0.074779,4.469099,4.569784,0.457576,-0.500079,0.345528,0.000000,0.000000,0.000000,0.827271,0.070119,0.146807
8.900000,-0.374623,0.268425,1.499450,0.000000,4.452408,4.452408,4.445575,-0.376932,0.073343,4.479259,4.581418,0.458585,-0.513021,0.337308,0.000000,0.000000,0.000000,0.831209,0.070650,0.146825
8.920000,-0.378620,0.268286,1.504217,0.000000,4.462433,4.462433,4.455585,-0.381264,0.071830,4.489432,4.593236,0.459595,-0.519305,0.325019,0.000000,0.000000,0.000000,0.835155,0.071182,0.146836
8.940000,-0.382619,0.268202,1.508496,0.000000,4.472456,4.472456,4.465595,-0.385361,0.070470,4.499590,4.604972,0.460605,-0.540262,0.320613,0.000000,0.000000,0.000000,0.839107,0.071716,0.146882
8.960000,-0.386619,0.268173,1.512779,0.000000,4.482479,4.482479,4.475604,-0.389450,0.069181,4.509742,4.616719,0.461614,-0.535801,0.327228,0.000000,0.000000,0.000000,0.843064,0.072252,0.146914
8.980000,-0.390619,0.268200,1.517003,0.000000,4.492503,4.492503,4.485613,-0.393606,0.067937,4.519892,4.628510,0.462623,-0.536153,0.321270,0.000000,0.000000,0.000000,0.847026,0.072789,0.146932
9.000000,-0.394618,0.268281,1.521321,0.000000,4.502526,4.502526,4.495623,-0.397711,0.066776,4.530034,4.640294,0.463632,-0.540961,0.313657,0.000000,0.000000,0.000000,0.850994,0.073327,0.146947
9.020000,-0.398616,0.268419,1.526488,0.000000,4.512552,4.512552,4.505633,-0.402339,0.065545,4.540190,4.652327,0.464643,-0.545532,0.313476,0.000000,0.000000,0.000000,0.854972,0.073867,0.146962
9.040000,-0.402611,0.268614,1.530930,0.000000,4.522577,4.522577,4.515643,-0.406607,0.064487,4.550326,4.664219,0.465653,-0.564080,0.308619,0.000000,0.000000,0.000000,0.858957,0.074409,0.147008
9.060000,-0.406603,0.268868,1.535148,0.000000,4.532601,4.532601,4.525653,-0.410840,0.063509,4.560454,4.676111,0.466663,-0.573399,0.302891,0.000000,0.000000,0.000000,0.862946,0.074952,0.147063
9.080000,-0.410591,0.269179,1.539855,0.000000,4.542627,4.542627,4.535663,-0.415224,0.062569,4.570580,4.688088,0.467673,-0.599504,0.295671,0.000000,0.000000,0.000000,0.866943,0.075496,0.147174
9.100000,-0.414573,0.269548,1.543818,0.000000,4.552650,4.552650,4.545672,-0.419426,0.061739,4.580694,4.699999,0.468682,-0.612706,0.294927,0.000000,0.000000,0.000000,0.870943,0.076042,0.147310
9.120000,-0.418550,0.269977,1.548153,0.000000,4.562673,4.562673,4.555682,-0.423670,0.060973,4.590802,4.711946,0.469691,-0.616059,0.300419,0.000000,0.000000,0.000000,0.874949,0.076588,0.147446
9.140000,-0.422520,0.270467,1.552327,0.000000,4.572697,4.572697,4.565691,-0.427956,0.060271,4.600903,4.723929,0.470701,-0.620133,0.304477,0.000000,0.000000,0.000000,0.878960,0.077135,0.147584
9.160000,-0.426482,0.271016,1.557053,0.000000,4.582722,4.582722,4.575701,-0.432375,0.059622,4.611001,4.735993,0.471711,-0.623871,0.298146,0.000000,0.000000,0.000000,0.882978,0.077683,0.147716
9.180000,-0.430436,0.271626,1.561383,0.000000,4.592746,4.592746,4.585711,-0.436782,0.059052,4.621091,4.748070,0.472721,-0.624784,0.301854,0.000000,0.000000,0.000000,0.887001,0.078232,0.147841
9.200000,-0.434379,0.272297,1.565719,0.000000,4.602769,4.602769,4.595720,-0.441058,0.058574,4.631169,4.760102,0.473730,-0.630770,0.305839,0.000000,0.000000,0.000000,0.891030,0.078781,0.147972
9.220000,-0.438311,0.273029,1.570518,0.000000,4.612795,4.612795,4.605730,-0.445600,0.058144,4.641245,4.772280,0.474740,-0.641681,0.301992,0.000000,0.000000,0.000000,0.895066,0.079331,0.148121
9.240000,-0.442231,0.273824,1.574660,0.000000,4.622819,4.622819,4.615740,-0.450023,0.057806,4.651310,4.784420,0.475750,-0.651224,0.315564,0.000000,0.000000,0.000000,0.899106,0.079882,0.148293
9.260000,-0.446138,0.274681,1.578673,0.000000,4.632841,4.632841,4.625749,-0.454123,0.057563,4.661362,4.796418,0.476759,-0.653938,0.320455,0.000000,0.000000,0.000000,0.903149,0.080433,0.148463
9.280000,-0.450032,0.275599,1.582923,0.000000,4.642864,4.642864,4.635758,-0.458430,0.057379,4.671408,4.808535,0.477768,-0.656990,0.321443,0.000000,0.000000,0.000000,0.907198,0.080985,0.148629
9.300000,-0.453909,0.276581,1.587200,0.000000,4.652888,4.652888,4.645767,-0.462727,0.057272,4.681446,4.820665,0.478777,-0.655700,0.319830,0.000000,0.000000,0.000000,0.911251,0.081537,0.148778
9.320000,-0.457770,0.277626,1.591045,0.000000,4.662909,4.662909,4.655776,-0.466825,0.057241,4.691474,4.832712,0.479786,-0.641817,0.319316,0.000000,0.000000,0.000000,0.915306,0.082089,0.148875
9.340000,-0.461614,0.278734,1.596199,0.000000,4.672935,4.672935,4.665786,-0.471495,0.057286,4.701499,4.845067,0.480796,-0.663837,0.309312,0.000000,0.000000,0.000000,0.919370,0.082641,0.149017
9.360000,-0.465438,0.279905,1.601179,0.000000,4.682962,4.682962,4.675797,-0.476011,0.057416,4.711513,4.857365,0.481806,-0.668111,0.306864,0.000000,0.000000,0.000000,0.923441,0.083194,0.149158
9.380000,-0.469243,0.281139,1.605183,0.000000,4.692985,4.692985,4.685806,-0.480423,0.057625,4.721518,4.869629,0.482816,-0.673454,0.299072,0.000000,0.000000,0.000000,0.927516,0.083746,0.149299
9.400000,-0.473027,0.282437,1.609619,0.000000,4.703009,4.703009,4.695816,-0.484821,0.057916,4.731514,4.881905,0.483826,-0.683072,0.309257,0.000000,0.000000,0.000000,0.931595,0.084298,0.149460
9.420000,-0.476787,0.283799,1.614113,0.000000,4.713034,4.713034,4.705826,-0.489261,0.058293,4.741501,4.894222,0.484836,-0.686364,0.306719,0.000000,0.000000,0.000000,0.935680,0.084851,0.149618
9.440000,-0.480525,0.285225,1.618211,0.000000,4.723057,4.723057,4.715835,-0.493523,0.058735,4.751479,4.906463,0.485845,-0.674291,0.300729,0.000000,0.000000,0.000000,0.939767,0.085403,0.149727
9.460000,-0.484237,0.286714,1.622640,0.000000,4.733081,4.733081,4.725845,-0.497859,0.059266,4.761448,4.918762,0.486855,-0.671796,0.292507,0.000000,0.000000,0.000000,0.943859,0.085954,0.149817
9.480000,-0.487923,0.288267,1.626969,0.000000,4.743105,4.743105,4.735854,-0.502229,0.059885,4.771409,4.931098,0.487864,-0.675248,0.283673,0.000000,0.000000,0.000000,0.947955,0.086506,0.149907
9.500000,-0.491582,0.289884,1.630992,0.000000,4.753127,4.753127,4.745863,-0.506358,0.060551,4.781362,4.943321,0.488873,-0.684307,0.287086,0.000000,0.000000,0.000000,0.952053,0.087057,0.150010
9.520000,-0.495212,0.291564,1.635481,0.000000,4.763151,4.763151,4.755873,-0.510647,0.061323,4.791306,4.955649,0.489883,-0.682855,0.301921,0.000000,0.000000,0.000000,0.956155,0.087607,0.150100
9.540000,-0.498812,0.293308,1.639741,0.000000,4.773175,4.773175,4.765882,-0.514893,0.062170,4.801243,4.967972,0.490892,-0.691024,0.307162,0.000000,0.000000,0.000000,0.960261,0.088157,0.150202
9.560000,-0.502381,0.295114,1.644157,0.000000,4.783198,4.783198,4.775892,-0.519149,0.063105,4.811171,4.980318,0.491902,-0.688715,0.318485,0.000000,0.000000,0.000000,0.964370,0.088706,0.150291
9.580000,-0.505916,0.296984,1.648525,0.000000,4.793222,4.793222,4.785901,-0.523556,0.064164,4.821089,4.992769,0.492912,-0.680965,0.313531,0.000000,0.000000,0.000000,0.968483,0.089255,0.150349
9.600000,-0.509418,0.298917,1.652940,0.000000,4.803246,4.803246,4.795911,-0.527661,0.065237,4.831004,5.005068,0.493921,-0.697936,0.318842,0.000000,0.000000,0.000000,0.972599,0.089802,0.150441
9.620000,-0.512885,0.300913,1.657224,0.000000,4.813269,4.813269,4.805920,-0.531802,0.066405,4.840910,5.017405,0.494930,-0.698294,0.316808,0.000000,0.000000,0.000000,0.976718,0.090349,0.150524
