time,odom_x,odom_y,kf_x,kf_y,kf_cov_x,kf_cov_y,kf_cov_yaw,ekf_x,ekf_y,ekf_cov_x,ekf_cov_y,ekf_cov_yaw,pf_x,pf_y,pf_cov_x,pf_cov_y,pf_cov_yaw,kf_rmse,ekf_rmse,pf_rmse
0.520000,0.000000,-0.000000,0.000000,0.000000,0.125533,0.125533,0.125217,-0.000000,0.000000,0.350552,0.351064,0.125224,-0.014211,-0.013029,0.000000,0.000000,0.000000,0.000000,0.000000,0.014332
0.540000,0.000000,-0.000000,0.000000,0.000000,0.126553,0.126553,0.126226,-0.000000,0.000000,0.360573,0.361105,0.126232,-0.013195,-0.016022,0.000000,0.000000,0.000000,0.000000,0.000000,0.014632
0.560000,0.000000,-0.000000,0.000000,0.000000,0.127574,0.127574,0.127234,-0.000000,0.000000,0.370594,0.371147,0.127240,-0.015767,-0.016985,0.000000,0.000000,0.000000,0.000000,0.000000,0.015035
0.580000,0.000000,-0.000000,0.000000,0.000000,0.128596,0.128596,0.128243,-0.000000,0.000000,0.380615,0.381189,0.128249,-0.017184,-0.025285,0.000000,0.000000,0.000000,0.000000,0.000000,0.015854
0.600000,0.000000,-0.000000,0.000000,0.000000,0.129616,0.129616,0.129251,-0.000000,0.000000,0.390636,0.391230,0.129257,-0.022676,-0.024865,0.000000,0.000000,0.000000,0.000000,0.000000,0.016785
0.620000,0.000000,-0.000000,0.000000,0.000000,0.130637,0.130637,0.130259,-0.000000,0.000000,0.400656,0.401271,0.130265,-0.018622,-0.028060,0.000000,0.000000,0.000000,0.000000,0.000000,0.017611
0.640000,0.000000,-0.000000,0.000000,0.000000,0.131657,0.131657,0.131267,-0.000000,0.000000,0.410677,0.411312,0.131274,-0.012483,-0.021069,0.000000,0.000000,0.000000,0.000000,0.000000,0.017874
0.660000,0.000000,-0.000000,0.000000,0.000000,0.132678,0.132678,0.132276,-0.000000,0.000000,0.420698,0.421354,0.132282,-0.020278,-0.023228,0.000000,0.000000,0.000000,0.000000,0.000000,0.018418
0.680000,0.000000,-0.000000,0.000000,0.000000,0.133703,0.133703,0.133285,-0.000000,0.000000,0.430722,0.431402,0.133292,-0.018808,-0.015778,0.000000,0.000000,0.000000,0.000000,0.000000,0.018633
0.700000,0.000000,-0.000000,0.000000,0.000000,0.134734,0.134734,0.134298,-0.000000,0.000000,0.440754,0.441465,0.134304,-0.023348,-0.012853,0.000000,0.000000,0.000000,0.000000,0.000000,0.018918
0.720000,0.000000,-0.000000,0.000000,0.000000,0.135760,0.135760,0.135308,-0.000000,0.000000,0.450781,0.451520,0.135315,-0.023753,-0.003891,0.000000,0.000000,0.000000,0.000000,0.000000,0.019084
0.740000,0.000000,-0.000000,0.000000,0.000000,0.136789,0.136789,0.136320,-0.000000,0.000000,0.460809,0.461575,0.136326,-0.020805,-0.000516,0.000000,0.000000,0.000000,0.000000,0.000000,0.019134
0.760000,0.000000,-0.000000,0.000000,0.000000,0.137813,0.137813,0.137329,-0.000000,0.000000,0.470835,0.471627,0.137336,-0.018718,-0.000915,0.000000,0.000000,0.000000,0.000000,0.000000,0.019124
0.780000,0.000000,-0.000000,0.000000,0.000000,0.138835,0.138835,0.138338,-0.000000,0.000000,0.480858,0.481674,0.138346,-0.015743,0.002076,0.000000,0.000000,0.000000,0.000000,0.000000,0.019046
0.800000,0.000000,-0.000000,0.000000,0.000000,0.139861,0.139861,0.139349,-0.000000,0.000000,0.490883,0.491724,0.139356,-0.008312,0.001408,0.000000,0.000000,0.000000,0.000000,0.000000,0.018848
0.820000,0.000000,-0.000000,0.000000,0.000000,0.140887,0.140887,0.140359,-0.000000,0.000000,0.500909,0.501775,0.140366,-0.004152,-0.008236,0.000000,0.000000,0.000000,0.000000,0.000000,0.018668
0.840000,0.000000,-0.000000,0.000000,0.000000,0.141912,0.141912,0.141369,-0.000000,0.000000,0.510935,0.511828,0.141376,-0.001553,-0.010428,0.000000,0.000000,0.000000,0.000000,0.000000,0.018512
0.860000,0.000000,-0.000000,0.000000,0.000000,0.142936,0.142936,0.142379,-0.000000,0.000000,0.520959,0.521876,0.142386,-0.008089,0.002592,0.000000,0.000000,0.000000,0.000000,0.000000,0.018338
0.880000,0.000000,-0.000000,0.000000,0.000000,0.143963,0.143963,0.143389,-0.000000,0.000000,0.530986,0.531929,0.143397,-0.009429,-0.004961,0.000000,0.000000,0.000000,0.000000,0.000000,0.018196
0.900000,0.000000,-0.000000,0.000000,0.000000,0.144989,0.144989,0.144400,-0.000000,0.000000,0.541012,0.541980,0.144407,-0.010178,-0.004566,0.000000,0.000000,0.000000,0.000000,0.000000,0.018066
0.920000,0.000000,-0.000000,0.000000,0.000000,0.146013,0.146013,0.145410,-0.000000,0.000000,0.551037,0.552031,0.145417,-0.009874,-0.002080,0.000000,0.000000,0.000000,0.000000,0.000000,0.017928
0.940000,0.000000,-0.000000,0.000000,0.000000,0.147040,0.147040,0.146421,-0.000000,0.000000,0.561063,0.562084,0.146428,-0.010155,-0.000856,0.000000,0.000000,0.000000,0.000000,0.000000,0.017795
0.960000,0.000000,-0.000000,0.000000,0.000000,0.148069,0.148069,0.147432,0.000000,0.000000,0.571092,0.572141,0.147439,-0.007444,-0.000807,0.000000,0.000000,0.000000,0.000000,0.000000,0.017639
0.980000,0.000000,-0.000000,0.000000,0.000000,0.149097,0.149097,0.148443,0.000000,0.000000,0.581121,0.582198,0.148450,-0.008520,-0.005324,0.000000,0.000000,0.000000,0.000000,0.000000,0.017514
1.000000,0.000000,-0.000000,0.000000,0.000000,0.150124,0.150124,0.149454,0.000000,0.000000,0.591147,0.592251,0.149461,-0.003389,-0.001142,0.000000,0.000000,0.000000,0.000000,0.000000,0.017342
1.020000,0.000000,-0.000000,0.000000,0.000000,0.151152,0.151152,0.150465,0.000000,0.000000,0.601176,0.602309,0.150472,0.002688,-0.005374,0.000000,0.000000,0.000000,0.000000,0.000000,0.017189
1.040000,0.000000,-0.000000,0.000000,0.000000,0.152179,0.152179,0.151476,0.000000,0.000000,0.611205,0.612366,0.151484,0.002259,-0.014289,0.000000,0.000000,0.000000,0.000000,0.000000,0.017140
1.060000,0.000000,-0.000000,0.000000,0.000000,0.153203,0.153203,0.152486,0.000000,0.000000,0.621228,0.622413,0.152493,0.001221,-0.013385,0.000000,0.000000,0.000000,0.000000,0.000000,0.017076
