time,kf_x,odom_x
1751034085.409281,1.378057,1.322345
1751034085.430678,1.381147,1.326745
1751034085.453039,1.385874,1.331145
1751034085.474855,1.389823,1.335545
1751034085.497301,1.394813,1.339945
1751034085.518858,1.398484,1.344345
1751034085.541521,1.403929,1.348745
1751034085.563230,1.407905,1.353145
1751034085.586494,1.414285,1.357545
1751034085.608662,1.418877,1.361945
1751034085.630340,1.422784,1.366345
1751034085.653591,1.425707,1.370305
1751034085.679634,1.435603,1.370305
1751034085.703875,1.441472,1.370305
1751034085.726991,1.445201,1.370305
1751034085.750313,1.448624,1.370305
1751034085.772897,1.450979,1.370305
1751034085.796413,1.453716,1.370305
1751034085.819984,1.456093,1.370305
1751034085.843153,1.457917,1.370305
1751034085.865814,1.459267,1.370305
1751034085.889716,1.460955,1.370305
1751034085.912555,1.462022,1.370305
1751034085.935810,1.463086,1.370305
1751034085.958416,1.463837,1.370305
1751034085.981569,1.464628,1.370305
1751034086.004278,1.465225,1.370305
1751034086.027275,1.465801,1.370305
1751034086.052048,1.466564,1.370305
1751034086.077162,1.467246,1.370305
1751034086.100269,1.467590,1.370305
1751034086.123027,1.467861,1.370305
1751034086.145643,1.468090,1.370305
1751034086.171179,1.468508,1.370305
1751034086.194175,1.468694,1.370305
1751034086.218137,1.468912,1.370305
1751034086.240626,1.469029,1.370305
1751034086.262312,1.469102,1.370305
1751034086.285444,1.469224,1.370305
1751034086.306726,1.469272,1.370305
1751034086.329130,1.469351,1.370305
1751034086.356307,1.469533,1.370305
1751034086.381603,1.469642,1.370305
1751034086.406684,1.469730,1.370305
1751034086.433306,1.469827,1.370305
1751034086.464928,1.469974,1.370305
1751034086.493718,1.470060,1.370305
1751034086.523204,1.470137,1.370305
1751034086.552969,1.470202,1.370305
1751034086.586340,1.470284,1.370305
1751034086.615303,1.470320,1.370305
1751034086.646868,1.470366,1.370305
1751034086.679421,1.470409,1.370305
1751034086.708802,1.470430,1.370305
1751034086.739990,1.470454,1.370305
1751034086.769922,1.470471,1.370305
1751034086.801551,1.470490,1.370305
1751034086.832085,1.470503,1.370305
1751034086.862188,1.470513,1.370305
1751034086.893045,1.470524,1.370305
1751034086.922642,1.470530,1.370305
1751034086.953394,1.470538,1.370305
1751034086.984650,1.470545,1.370305
1751034087.012596,1.470547,1.370305
1751034087.043297,1.470552,1.370305
1751034087.073027,1.470555,1.370305
1751034087.104832,1.470560,1.370305
1751034087.136425,1.470563,1.370305
1751034087.166834,1.470565,1.370305
1751034087.197160,1.470567,1.370305
1751034087.230104,1.470570,1.370305
1751034087.260062,1.470572,1.370305
1751034087.288220,1.470572,1.370305
1751034087.316123,1.470573,1.370305
1751034087.345493,1.470574,1.370305
1751034087.375607,1.470574,1.370305
1751034087.403920,1.470575,1.370305
1751034087.430747,1.470575,1.370305
1751034087.461260,1.470576,1.370305
1751034087.490836,1.470576,1.370305
1751034087.520611,1.470577,1.370305
1751034087.550377,1.470577,1.370305
1751034087.582839,1.470578,1.370305
1751034087.615320,1.470578,1.370305
1751034087.645565,1.470578,1.370305
1751034087.676743,1.470579,1.370305
1751034087.705697,1.470579,1.370305
1751034087.733221,1.470579,1.370305
1751034087.766155,1.470579,1.370305
1751034087.795319,1.470579,1.370305
1751034087.826466,1.470579,1.370305
1751034087.858305,1.470579,1.370305
1751034087.890269,1.470580,1.370305
1751034087.922870,1.470580,1.370305
1751034087.952483,1.470580,1.370305
1751034087.981826,1.470580,1.370305
1751034088.012442,1.470580,1.370305
1751034088.042279,1.470580,1.370305
1751034088.075152,1.470580,1.370305
1751034088.102495,1.470580,1.370305
1751034088.132146,1.470580,1.370305
1751034088.163529,1.470580,1.370305
1751034088.191853,1.470580,1.370305
1751034088.219698,1.470580,1.370305
1751034088.245988,1.470580,1.370305
1751034088.275846,1.470580,1.370305
1751034088.304274,1.470580,1.370305
1751034088.333026,1.470580,1.370305
1751034088.359979,1.470580,1.370305
1751034088.387990,1.470580,1.370305
1751034088.419194,1.470580,1.370305
1751034088.449864,1.470580,1.370305
1751034088.480822,1.470580,1.370305
1751034088.512156,1.470580,1.370305
1751034088.540978,1.470580,1.370305
1751034088.571019,1.470580,1.370305
1751034088.603312,1.470580,1.370305
1751034088.630634,1.470580,1.370305
1751034088.663465,1.470580,1.370305
1751034088.690628,1.470580,1.370305
1751034088.718895,1.470580,1.370305
1751034088.748902,1.470580,1.370305
1751034088.777089,1.470580,1.370305
1751034088.806095,1.470580,1.370305
1751034088.836901,1.470580,1.370305
1751034088.866655,1.470580,1.370305
1751034088.895708,1.470580,1.370305
1751034088.927539,1.470580,1.370305
1751034088.960111,1.470580,1.370305
1751034088.988328,1.470580,1.370305
1751034089.020170,1.470580,1.370305
1751034089.051362,1.470580,1.370305
1751034089.081565,1.470580,1.370305
1751034089.113377,1.470580,1.370305
1751034089.140681,1.470580,1.370305
1751034089.170501,1.470580,1.370305
1751034089.200095,1.470580,1.370305
1751034089.228749,1.470580,1.370305
1751034089.258777,1.470580,1.370305
1751034089.289258,1.470580,1.370305
1751034089.318035,1.470580,1.370305
1751034089.346418,1.470580,1.370305
1751034089.375117,1.470580,1.370305
1751034089.405507,1.470580,1.370305
1751034089.433475,1.470580,1.370305
1751034089.463213,1.470580,1.370305
1751034089.495302,1.470580,1.370305
1751034089.526446,1.470580,1.370305
1751034089.557452,1.470580,1.370305
1751034089.586091,1.470580,1.370305
1751034089.617676,1.470580,1.370305
1751034089.646425,1.470580,1.370305
1751034089.674865,1.470580,1.370305
1751034089.707162,1.470580,1.370305
1751034089.735187,1.470580,1.370305
1751034089.764560,1.470580,1.370305
1751034089.792469,1.470580,1.370305
1751034089.821366,1.470580,1.370305
1751034089.856411,1.470580,1.370305
1751034089.887847,1.470580,1.370305
1751034089.916779,1.470580,1.370305
1751034089.948557,1.470580,1.370305
1751034089.977646,1.470580,1.370305
1751034090.008225,1.470580,1.370305
1751034090.036214,1.470580,1.370305
1751034090.069353,1.470580,1.370305
1751034090.099728,1.470580,1.370305
1751034090.129014,1.470580,1.370305
1751034090.159518,1.470580,1.370305
1751034090.187120,1.470580,1.370305
1751034090.217173,1.470580,1.370305
1751034090.247968,1.470580,1.370305
1751034090.275442,1.470580,1.370305
1751034090.302304,1.470580,1.370305
1751034090.331234,1.470580,1.370305
1751034090.365153,1.470580,1.370305
1751034090.393115,1.470580,1.370305
1751034090.425137,1.470580,1.370305
